Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,S1_0 Area,S1_075 Area,S1_150 Area,S1_225 Area,S1_3 Area,S1_375 Area,S1_450 Area,S1_525 Area,S1_6 Area,S1_620 Area,S1_0 Area (top-3 peptides),S1_075 Area (top-3 peptides),S1_150 Area (top-3 peptides),S1_225 Area (top-3 peptides),S1_3 Area (top-3 peptides),S1_375 Area (top-3 peptides),S1_450 Area (top-3 peptides),S1_525 Area (top-3 peptides),S1_6 Area (top-3 peptides),S1_620 Area (top-3 peptides),Sample Profile (Ratio),0 Area,075 Area,150 Area,225 Area,3 Area,375 Area,450 Area,525 Area,6 Area,620 Area,0 Area (top-3 peptides),075 Area (top-3 peptides),150 Area (top-3 peptides),225 Area (top-3 peptides),3 Area (top-3 peptides),375 Area (top-3 peptides),450 Area (top-3 peptides),525 Area (top-3 peptides),6 Area (top-3 peptides),620 Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
151,339,Q8TE73|DYH5_HUMAN,4.34,0,1,1,,9.408E2,2.3232E3,1.8536E3,2.1962E3,1.3362E3,1.4229E3,3.3026E3,1.8596E3,2.0734E3,2.0203E3,9.408E2,2.3232E3,1.8536E3,2.1962E3,1.3362E3,1.4229E3,3.3026E3,1.8596E3,2.0734E3,2.0203E3,1.00:2.47:1.97:2.33:1.42:1.51:3.51:1.98:2.20:2.15,9.408E2,2.3232E3,1.8536E3,2.1962E3,1.3362E3,1.4229E3,3.3026E3,1.8596E3,2.0734E3,2.0203E3,9.408E2,2.3232E3,1.8536E3,2.1962E3,1.3362E3,1.4229E3,3.3026E3,1.8596E3,2.0734E3,2.0203E3,1.00:2.47:1.97:2.33:1.42:1.51:3.51:1.98:2.20:2.15,529026,Dynein heavy chain 5  axonemal OS=Homo sapiens OX=9606 GN=DNAH5 PE=1 SV=3
44,75,A0A0C4DH25|KVD20_HUMAN,4.22,43,5,1,Iodination,4.9562E3,7.9414E3,6.3885E3,6.8642E3,6.5993E3,8.2714E3,8.4358E3,7.1953E3,6.4073E3,6.8027E3,3.691E3,6.1758E3,5.1794E3,5.7261E3,5.5445E3,6.8133E3,6.7143E3,5.5142E3,4.818E3,5.094E3,1.00:1.67:1.40:1.55:1.50:1.85:1.82:1.49:1.31:1.38,4.9562E3,7.9414E3,6.3885E3,6.8642E3,6.5993E3,8.2714E3,8.4358E3,7.1953E3,6.4073E3,6.8027E3,3.691E3,6.1758E3,5.1794E3,5.7261E3,5.5445E3,6.8133E3,6.7143E3,5.5142E3,4.818E3,5.094E3,1.00:1.67:1.40:1.55:1.50:1.85:1.82:1.49:1.31:1.38,12515,Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1
190,386,P17174|AATC_HUMAN,4.15,2,1,1,Pyro-glu from Q,1.1202E3,1.2714E3,6.9455E2,1.0676E3,1.8899E3,2.313E3,1.8602E3,1.8279E3,1.588E3,1.8205E3,1.1202E3,1.2714E3,6.9455E2,1.0676E3,1.8899E3,2.313E3,1.8602E3,1.8279E3,1.588E3,1.8205E3,1.00:1.13:0.62:0.95:1.69:2.06:1.66:1.63:1.42:1.63,1.1202E3,1.2714E3,6.9455E2,1.0676E3,1.8899E3,2.313E3,1.8602E3,1.8279E3,1.588E3,1.8205E3,1.1202E3,1.2714E3,6.9455E2,1.0676E3,1.8899E3,2.313E3,1.8602E3,1.8279E3,1.588E3,1.8205E3,1.00:1.13:0.62:0.95:1.69:2.06:1.66:1.63:1.42:1.63,46248,Aspartate aminotransferase  cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3
165,283,O60307|MAST3_HUMAN,4.06,1,1,1,Oxidation (M),2.0614E3,2.737E3,1.5291E3,2.0327E3,2.9597E3,2.3636E3,1.1831E3,1.2761E3,9.4235E2,1.2317E3,2.0614E3,2.737E3,1.5291E3,2.0327E3,2.9597E3,2.3636E3,1.1831E3,1.2761E3,9.4235E2,1.2317E3,1.00:1.33:0.74:0.99:1.44:1.15:0.57:0.62:0.46:0.60,2.0614E3,2.737E3,1.5291E3,2.0327E3,2.9597E3,2.3636E3,1.1831E3,1.2761E3,9.4235E2,1.2317E3,2.0614E3,2.737E3,1.5291E3,2.0327E3,2.9597E3,2.3636E3,1.1831E3,1.2761E3,9.4235E2,1.2317E3,1.00:1.33:0.74:0.99:1.44:1.15:0.57:0.62:0.46:0.60,143137,Microtubule-associated serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=MAST3 PE=1 SV=2
112,155,P01825|HV459_HUMAN,4.03,19,2,1,Pyro-glu from Q,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,12936,Immunoglobulin heavy variable 4-59 OS=Homo sapiens OX=9606 GN=IGHV4-59 PE=1 SV=2
112,156,P0DP08|HVD82_HUMAN,4.03,19,2,1,Pyro-glu from Q,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,13016,Immunoglobulin heavy variable 4-38-2 OS=Homo sapiens OX=9606 GN=IGHV4-38-2 PE=3 SV=1
112,157,P0DP07|HV431_HUMAN,4.03,19,2,1,Pyro-glu from Q,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,13095,Immunoglobulin heavy variable 4-31 OS=Homo sapiens OX=9606 GN=IGHV4-31 PE=3 SV=1
112,158,A0A0C4DH41|HV461_HUMAN,4.03,19,2,1,Pyro-glu from Q,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,13066,Immunoglobulin heavy variable 4-61 OS=Homo sapiens OX=9606 GN=IGHV4-61 PE=3 SV=1
112,159,P0DP06|HVD34_HUMAN,4.03,19,2,1,Pyro-glu from Q,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,3.4858E3,3.3814E3,2.08E3,2.6803E3,5.8742E3,6.7965E3,5.1231E3,6.3531E3,4.4933E3,6.284E3,1.00:0.97:0.60:0.77:1.69:1.95:1.47:1.82:1.29:1.80,13156,Immunoglobulin heavy variable 4-30-4 OS=Homo sapiens OX=9606 GN=IGHV4-30-4 PE=3 SV=1
147,307,Q13085|ACACA_HUMAN,4.01,0,1,1,Oxidation (M),4.6969E3,9.1714E3,4.0641E3,5.9802E3,5.5446E3,6.5951E3,4.5777E3,1.0096E4,5.3096E3,4.7324E3,4.6969E3,9.1714E3,4.0641E3,5.9802E3,5.5446E3,6.5951E3,4.5777E3,1.0096E4,5.3096E3,4.7324E3,1.00:1.95:0.87:1.27:1.18:1.40:0.97:2.15:1.13:1.01,4.6969E3,9.1714E3,4.0641E3,5.9802E3,5.5446E3,6.5951E3,4.5777E3,1.0096E4,5.3096E3,4.7324E3,4.6969E3,9.1714E3,4.0641E3,5.9802E3,5.5446E3,6.5951E3,4.5777E3,1.0096E4,5.3096E3,4.7324E3,1.00:1.95:0.87:1.27:1.18:1.40:0.97:2.15:1.13:1.01,265551,Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2
128,223,Q9NS37|ZHANG_HUMAN,3.94,3,1,1,Oxidation (M),2.1979E3,1.9914E3,1.5651E3,2.48E3,4.3131E3,4.8372E3,3.4654E3,4.9017E3,4.5785E3,3.9707E3,2.1979E3,1.9914E3,1.5651E3,2.48E3,4.3131E3,4.8372E3,3.4654E3,4.9017E3,4.5785E3,3.9707E3,1.00:0.91:0.71:1.13:1.96:2.20:1.58:2.23:2.08:1.81,2.1979E3,1.9914E3,1.5651E3,2.48E3,4.3131E3,4.8372E3,3.4654E3,4.9017E3,4.5785E3,3.9707E3,2.1979E3,1.9914E3,1.5651E3,2.48E3,4.3131E3,4.8372E3,3.4654E3,4.9017E3,4.5785E3,3.9707E3,1.00:0.91:0.71:1.13:1.96:2.20:1.58:2.23:2.08:1.81,37134,CREB/ATF bZIP transcription factor OS=Homo sapiens OX=9606 GN=CREBZF PE=1 SV=2
173,420,P23458|JAK1_HUMAN,3.91,1,1,1,Oxidation (M),1.4511E4,5.7251E3,1.2006E4,7.8623E3,7.3019E3,5.8473E3,5.5817E3,4.6751E3,8.6065E3,4.8225E3,1.4511E4,5.7251E3,1.2006E4,7.8623E3,7.3019E3,5.8473E3,5.5817E3,4.6751E3,8.6065E3,4.8225E3,1.00:0.39:0.83:0.54:0.50:0.40:0.38:0.32:0.59:0.33,1.4511E4,5.7251E3,1.2006E4,7.8623E3,7.3019E3,5.8473E3,5.5817E3,4.6751E3,8.6065E3,4.8225E3,1.4511E4,5.7251E3,1.2006E4,7.8623E3,7.3019E3,5.8473E3,5.5817E3,4.6751E3,8.6065E3,4.8225E3,1.00:0.39:0.83:0.54:0.50:0.40:0.38:0.32:0.59:0.33,133277,Tyrosine-protein kinase JAK1 OS=Homo sapiens OX=9606 GN=JAK1 PE=1 SV=2
90,74,P02649|APOE_HUMAN,3.89,8,2,2,,3.2976E3,4.0348E3,3.8045E3,4.4856E3,4.8017E3,4.5705E3,5.4799E3,4.6642E3,4.4614E3,5.0938E3,3.2976E3,4.0348E3,3.8045E3,4.4856E3,4.8017E3,4.5705E3,5.4799E3,4.6642E3,4.4614E3,5.0938E3,1.00:1.22:1.15:1.36:1.46:1.39:1.66:1.41:1.35:1.54,3.2976E3,4.0348E3,3.8045E3,4.4856E3,4.8017E3,4.5705E3,5.4799E3,4.6642E3,4.4614E3,5.0938E3,3.2976E3,4.0348E3,3.8045E3,4.4856E3,4.8017E3,4.5705E3,5.4799E3,4.6642E3,4.4614E3,5.0938E3,1.00:1.22:1.15:1.36:1.46:1.39:1.66:1.41:1.35:1.54,36154,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1
120,207,P51884|LUM_HUMAN,3.86,3,1,1,,1.4261E3,2.2606E3,1.0657E3,2.0317E3,2.591E3,3.3131E3,2.7122E3,2.9154E3,2.6922E3,3.1514E3,1.4261E3,2.2606E3,1.0657E3,2.0317E3,2.591E3,3.3131E3,2.7122E3,2.9154E3,2.6922E3,3.1514E3,1.00:1.59:0.75:1.42:1.82:2.32:1.90:2.04:1.89:2.21,1.4261E3,2.2606E3,1.0657E3,2.0317E3,2.591E3,3.3131E3,2.7122E3,2.9154E3,2.6922E3,3.1514E3,1.4261E3,2.2606E3,1.0657E3,2.0317E3,2.591E3,3.3131E3,2.7122E3,2.9154E3,2.6922E3,3.1514E3,1.00:1.59:0.75:1.42:1.82:2.32:1.90:2.04:1.89:2.21,38429,Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2
97,175,A0A075B6S9|KV137_HUMAN,3.73,22,2,1,,6.1202E3,8.7319E3,5.6749E3,6.8577E3,8.0852E3,8.5702E3,8.7498E3,8.1162E3,8.1142E3,9.731E3,6.1202E3,8.7319E3,5.6749E3,6.8577E3,8.0852E3,8.5702E3,8.7498E3,8.1162E3,8.1142E3,9.731E3,1.00:1.43:0.93:1.12:1.32:1.40:1.43:1.33:1.33:1.59,6.1202E3,8.7319E3,5.6749E3,6.8577E3,8.0852E3,8.5702E3,8.7498E3,8.1162E3,8.1142E3,9.731E3,6.1202E3,8.7319E3,5.6749E3,6.8577E3,8.0852E3,8.5702E3,8.7498E3,8.1162E3,8.1142E3,9.731E3,1.00:1.43:0.93:1.12:1.32:1.40:1.43:1.33:1.33:1.59,12688,Probable non-functional immunoglobulinn kappa variable 1-37 OS=Homo sapiens OX=9606 GN=IGKV1-37 PE=1 SV=7
139,277,Q99814|EPAS1_HUMAN,3.73,1,1,1,,1.4703E3,2.2427E3,1.5459E3,2.724E3,3.4099E3,4.3844E3,3.9828E3,4.2716E3,3.4893E3,4.3405E3,1.4703E3,2.2427E3,1.5459E3,2.724E3,3.4099E3,4.3844E3,3.9828E3,4.2716E3,3.4893E3,4.3405E3,1.00:1.53:1.05:1.85:2.32:2.98:2.71:2.91:2.37:2.95,1.4703E3,2.2427E3,1.5459E3,2.724E3,3.4099E3,4.3844E3,3.9828E3,4.2716E3,3.4893E3,4.3405E3,1.4703E3,2.2427E3,1.5459E3,2.724E3,3.4099E3,4.3844E3,3.9828E3,4.2716E3,3.4893E3,4.3405E3,1.00:1.53:1.05:1.85:2.32:2.98:2.71:2.91:2.37:2.95,96459,Endothelial PAS domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EPAS1 PE=1 SV=3
66,87,P01762|HV311_HUMAN,3.58,35,3,1,Carbamidomethylation; Pyro-glu from Q; Iodination,2.2209E4,2.7324E4,2.1531E4,2.6257E4,2.6845E4,2.9737E4,2.8373E4,3.1285E4,2.7288E4,3.0282E4,2.2209E4,2.7324E4,2.1531E4,2.6257E4,2.6845E4,2.9737E4,2.8373E4,3.1285E4,2.7288E4,3.0282E4,1.00:1.23:0.97:1.18:1.21:1.34:1.28:1.41:1.23:1.36,2.2209E4,2.7324E4,2.1531E4,2.6257E4,2.6845E4,2.9737E4,2.8373E4,3.1285E4,2.7288E4,3.0282E4,2.2209E4,2.7324E4,2.1531E4,2.6257E4,2.6845E4,2.9737E4,2.8373E4,3.1285E4,2.7288E4,3.0282E4,1.00:1.23:0.97:1.18:1.21:1.34:1.28:1.41:1.23:1.36,12909,Immunoglobulin heavy variable 3-11 OS=Homo sapiens OX=9606 GN=IGHV3-11 PE=1 SV=2
129,240,Q86YR7|MF2L2_HUMAN,3.58,1,1,1,,1.8489E4,1.9371E4,1.0868E4,1.6354E4,1.5847E4,1.421E4,9.0737E3,6.8672E3,1.2974E4,8.1068E3,1.8489E4,1.9371E4,1.0868E4,1.6354E4,1.5847E4,1.421E4,9.0737E3,6.8672E3,1.2974E4,8.1068E3,1.00:1.05:0.59:0.88:0.86:0.77:0.49:0.37:0.70:0.44,1.8489E4,1.9371E4,1.0868E4,1.6354E4,1.5847E4,1.421E4,9.0737E3,6.8672E3,1.2974E4,8.1068E3,1.8489E4,1.9371E4,1.0868E4,1.6354E4,1.5847E4,1.421E4,9.0737E3,6.8672E3,1.2974E4,8.1068E3,1.00:1.05:0.59:0.88:0.86:0.77:0.49:0.37:0.70:0.44,126993,Probable guanine nucleotide exchange factor MCF2L2 OS=Homo sapiens OX=9606 GN=MCF2L2 PE=2 SV=3
92,99,A0A0B4J1V0|HV315_HUMAN,3.55,31,3,1,,1.4828E3,1.5256E3,9.8953E2,9.5963E2,1.6239E3,1.6716E3,8.1358E2,1.027E3,7.4783E2,7.3478E2,1.4828E3,1.5256E3,9.8953E2,9.5963E2,1.6239E3,1.6716E3,8.1358E2,1.027E3,7.4783E2,7.3478E2,1.00:1.03:0.67:0.65:1.10:1.13:0.55:0.69:0.50:0.50,1.4828E3,1.5256E3,9.8953E2,9.5963E2,1.6239E3,1.6716E3,8.1358E2,1.027E3,7.4783E2,7.3478E2,1.4828E3,1.5256E3,9.8953E2,9.5963E2,1.6239E3,1.6716E3,8.1358E2,1.027E3,7.4783E2,7.3478E2,1.00:1.03:0.67:0.65:1.10:1.13:0.55:0.69:0.50:0.50,12926,Immunoglobulin heavy variable 3-15 OS=Homo sapiens OX=9606 GN=IGHV3-15 PE=3 SV=1
117,167,A0A075B6R2|HV404_HUMAN,3.48,17,2,1,Pyro-glu from Q,1.0443E3,1.9782E3,8.1607E2,1.2421E3,1.771E3,2.3406E3,1.6584E3,2.1444E3,1.5775E3,2.2133E3,1.0443E3,1.9782E3,8.1607E2,1.2421E3,1.771E3,2.3406E3,1.6584E3,2.1444E3,1.5775E3,2.2133E3,1.00:1.89:0.78:1.19:1.70:2.24:1.59:2.05:1.51:2.12,1.0443E3,1.9782E3,8.1607E2,1.2421E3,1.771E3,2.3406E3,1.6584E3,2.1444E3,1.5775E3,2.2133E3,1.0443E3,1.9782E3,8.1607E2,1.2421E3,1.771E3,2.3406E3,1.6584E3,2.1444E3,1.5775E3,2.2133E3,1.00:1.89:0.78:1.19:1.70:2.24:1.59:2.05:1.51:2.12,12848,Immunoglobulin heavy variable 4-4 OS=Homo sapiens OX=9606 GN=IGHV4-4 PE=3 SV=2
181,409,O75426|FBX24_HUMAN,3.41,2,1,1,Pyro-glu from Q,1.1694E3,1.1897E3,7.8508E2,8.9364E2,1.8236E3,2.1908E3,1.1264E3,1.9085E3,1.2908E3,1.9725E3,1.1694E3,1.1897E3,7.8508E2,8.9364E2,1.8236E3,2.1908E3,1.1264E3,1.9085E3,1.2908E3,1.9725E3,1.00:1.02:0.67:0.76:1.56:1.87:0.96:1.63:1.10:1.69,1.1694E3,1.1897E3,7.8508E2,8.9364E2,1.8236E3,2.1908E3,1.1264E3,1.9085E3,1.2908E3,1.9725E3,1.1694E3,1.1897E3,7.8508E2,8.9364E2,1.8236E3,2.1908E3,1.1264E3,1.9085E3,1.2908E3,1.9725E3,1.00:1.02:0.67:0.76:1.56:1.87:0.96:1.63:1.10:1.69,64889,F-box only protein 24 OS=Homo sapiens OX=9606 GN=FBXO24 PE=1 SV=2
186,346,Q9BXQ6|T121B_HUMAN,3.37,1,1,1,,2.5586E3,2.0322E3,1.3472E3,1.353E3,2.666E3,3.6966E3,2.3549E3,2.9688E3,2.4369E3,3.1238E3,2.5586E3,2.0322E3,1.3472E3,1.353E3,2.666E3,3.6966E3,2.3549E3,2.9688E3,2.4369E3,3.1238E3,1.00:0.79:0.53:0.53:1.04:1.44:0.92:1.16:0.95:1.22,2.5586E3,2.0322E3,1.3472E3,1.353E3,2.666E3,3.6966E3,2.3549E3,2.9688E3,2.4369E3,3.1238E3,2.5586E3,2.0322E3,1.3472E3,1.353E3,2.666E3,3.6966E3,2.3549E3,2.9688E3,2.4369E3,3.1238E3,1.00:0.79:0.53:0.53:1.04:1.44:0.92:1.16:0.95:1.22,58425,Transmembrane protein 121B OS=Homo sapiens OX=9606 GN=TMEM121B PE=2 SV=1
177,345,Q06033|ITIH3_HUMAN,3.08,1,1,1,,4.6944E2,5.8778E2,2.3702E2,3.6313E2,4.1145E2,3.0664E2,6.2118E2,4.5137E2,5.8092E2,5.7471E2,4.6944E2,5.8778E2,2.3702E2,3.6313E2,4.1145E2,3.0664E2,6.2118E2,4.5137E2,5.8092E2,5.7471E2,1.00:1.25:0.50:0.77:0.88:0.65:1.32:0.96:1.24:1.22,4.6944E2,5.8778E2,2.3702E2,3.6313E2,4.1145E2,3.0664E2,6.2118E2,4.5137E2,5.8092E2,5.7471E2,4.6944E2,5.8778E2,2.3702E2,3.6313E2,4.1145E2,3.0664E2,6.2118E2,4.5137E2,5.8092E2,5.7471E2,1.00:1.25:0.50:0.77:0.88:0.65:1.32:0.96:1.24:1.22,99849,Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2
163,388,P07355|ANXA2_HUMAN,2.99,5,1,1,,4.2654E3,5.8011E3,3.0297E3,4.3838E3,5.4579E3,6.6197E3,6.7997E3,3.7065E3,2.7609E3,4.4142E3,4.2654E3,5.8011E3,3.0297E3,4.3838E3,5.4579E3,6.6197E3,6.7997E3,3.7065E3,2.7609E3,4.4142E3,1.00:1.36:0.71:1.03:1.28:1.55:1.59:0.87:0.65:1.03,4.2654E3,5.8011E3,3.0297E3,4.3838E3,5.4579E3,6.6197E3,6.7997E3,3.7065E3,2.7609E3,4.4142E3,4.2654E3,5.8011E3,3.0297E3,4.3838E3,5.4579E3,6.6197E3,6.7997E3,3.7065E3,2.7609E3,4.4142E3,1.00:1.36:0.71:1.03:1.28:1.55:1.59:0.87:0.65:1.03,38604,Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2
159,327,P50607|TUB_HUMAN,2.99,3,1,1,,2.3493E3,2.1088E3,1.521E3,1.8775E3,3.1127E3,3.8176E3,2.2397E3,3.1144E3,2.409E3,2.835E3,2.3493E3,2.1088E3,1.521E3,1.8775E3,3.1127E3,3.8176E3,2.2397E3,3.1144E3,2.409E3,2.835E3,1.00:0.90:0.65:0.80:1.32:1.62:0.95:1.33:1.03:1.21,2.3493E3,2.1088E3,1.521E3,1.8775E3,3.1127E3,3.8176E3,2.2397E3,3.1144E3,2.409E3,2.835E3,2.3493E3,2.1088E3,1.521E3,1.8775E3,3.1127E3,3.8176E3,2.2397E3,3.1144E3,2.409E3,2.835E3,1.00:0.90:0.65:0.80:1.32:1.62:0.95:1.33:1.03:1.21,55651,Tubby protein homolog OS=Homo sapiens OX=9606 GN=TUB PE=1 SV=1
158,405,Q86UK5|LBN_HUMAN,2.93,1,1,1,Carbamidomethylation; Oxidation (M),2.6001E4,1.3474E4,1.8645E4,1.7032E4,1.4827E4,1.2687E4,1.0796E4,1.0819E4,1.6989E4,1.2572E4,2.6001E4,1.3474E4,1.8645E4,1.7032E4,1.4827E4,1.2687E4,1.0796E4,1.0819E4,1.6989E4,1.2572E4,1.00:0.52:0.72:0.66:0.57:0.49:0.42:0.42:0.65:0.48,2.6001E4,1.3474E4,1.8645E4,1.7032E4,1.4827E4,1.2687E4,1.0796E4,1.0819E4,1.6989E4,1.2572E4,2.6001E4,1.3474E4,1.8645E4,1.7032E4,1.4827E4,1.2687E4,1.0796E4,1.0819E4,1.6989E4,1.2572E4,1.00:0.52:0.72:0.66:0.57:0.49:0.42:0.42:0.65:0.48,147948,Limbin OS=Homo sapiens OX=9606 GN=EVC2 PE=1 SV=1
78,134,A0A0C4DH73|KV112_HUMAN,2.92,29,3,1,,7.3559E3,9.4231E3,6.9491E3,7.6349E3,1.0194E4,1.0688E4,9.5364E3,9.6704E3,9.9213E3,9.4666E3,7.3559E3,9.4231E3,6.9491E3,7.6349E3,1.0194E4,1.0688E4,9.5364E3,9.6704E3,9.9213E3,9.4666E3,1.00:1.28:0.94:1.04:1.39:1.45:1.30:1.31:1.35:1.29,7.3559E3,9.4231E3,6.9491E3,7.6349E3,1.0194E4,1.0688E4,9.5364E3,9.6704E3,9.9213E3,9.4666E3,7.3559E3,9.4231E3,6.9491E3,7.6349E3,1.0194E4,1.0688E4,9.5364E3,9.6704E3,9.9213E3,9.4666E3,1.00:1.28:0.94:1.04:1.39:1.45:1.30:1.31:1.35:1.29,12645,Immunoglobulin kappa variable 1-12 OS=Homo sapiens OX=9606 GN=IGKV1-12 PE=3 SV=1
141,276,Q8NE71|ABCF1_HUMAN,2.90,1,1,1,,3.9304E3,3.8951E3,3.0164E3,3.7898E3,3.7348E3,3.9846E3,4.148E3,3.9903E3,2.5951E3,2.2094E3,3.9304E3,3.8951E3,3.0164E3,3.7898E3,3.7348E3,3.9846E3,4.148E3,3.9903E3,2.5951E3,2.2094E3,1.00:0.99:0.77:0.96:0.95:1.01:1.06:1.02:0.66:0.56,3.9304E3,3.8951E3,3.0164E3,3.7898E3,3.7348E3,3.9846E3,4.148E3,3.9903E3,2.5951E3,2.2094E3,3.9304E3,3.8951E3,3.0164E3,3.7898E3,3.7348E3,3.9846E3,4.148E3,3.9903E3,2.5951E3,2.2094E3,1.00:0.99:0.77:0.96:0.95:1.01:1.06:1.02:0.66:0.56,95926,ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2
107,145,P36955|PEDF_HUMAN,2.90,2,1,1,,1.0273E3,1.511E3,7.6139E2,1.2018E3,1.4582E3,1.5235E3,1.7594E3,1.7295E3,1.5929E3,1.878E3,1.0273E3,1.511E3,7.6139E2,1.2018E3,1.4582E3,1.5235E3,1.7594E3,1.7295E3,1.5929E3,1.878E3,1.00:1.47:0.74:1.17:1.42:1.48:1.71:1.68:1.55:1.83,1.0273E3,1.511E3,7.6139E2,1.2018E3,1.4582E3,1.5235E3,1.7594E3,1.7295E3,1.5929E3,1.878E3,1.0273E3,1.511E3,7.6139E2,1.2018E3,1.4582E3,1.5235E3,1.7594E3,1.7295E3,1.5929E3,1.878E3,1.00:1.47:0.74:1.17:1.42:1.48:1.71:1.68:1.55:1.83,46312,Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4
150,287,O60500|NPHN_HUMAN,2.86,1,1,1,,7.6602E3,1.1086E4,9.2634E3,1.2721E4,1.682E4,1.7111E4,1.7455E4,1.7297E4,1.5397E4,1.7219E4,7.6602E3,1.1086E4,9.2634E3,1.2721E4,1.682E4,1.7111E4,1.7455E4,1.7297E4,1.5397E4,1.7219E4,1.00:1.45:1.21:1.66:2.20:2.23:2.28:2.26:2.01:2.25,7.6602E3,1.1086E4,9.2634E3,1.2721E4,1.682E4,1.7111E4,1.7455E4,1.7297E4,1.5397E4,1.7219E4,7.6602E3,1.1086E4,9.2634E3,1.2721E4,1.682E4,1.7111E4,1.7455E4,1.7297E4,1.5397E4,1.7219E4,1.00:1.45:1.21:1.66:2.20:2.23:2.28:2.26:2.01:2.25,134742,Nephrin OS=Homo sapiens OX=9606 GN=NPHS1 PE=1 SV=1
